station_code,stationName
47920250,봉화군청
47920390,석포면
47930000,울진군
47940000,울릉군
47940250,울릉읍
47940310,태하리
48000000,경상남도
48120000,창원시
48121000,반송로
48121124,명서동
48123000,마산항
48123128,성주동
48123129,웅남동
48123130,사파동
48123134,용지동
48123135,용호동
48125117,부림동
48125134,월영동
48125154,청계동
48125320,삼진로
48127103,봉암동
48127105,양덕동
48127108,회원동
48127250,내서읍
48129000,부산항
48129127,부흥동
48129139,경화동
48129145,장천동
48170000,진주시
48170109,대안동
48170114,상봉동
48170116,수정동
48170119,상대동(대전)
48170119,상대동(진주)
48170127,이현동
48170320,정촌면
48220000,통영시
48220111,무전동
48220114,당동
48240000,사천시
48240116,삼천포항
48240116,향촌동
48240250,사천읍
48250000,김해시
48250000,김해대로
48250101,동상동
48250115,전하동
48250119,삼방동
48250132,장유동
48250250,진영읍
48250330,진례면
48270000,밀양시
48270101,내일동
48310000,옥포항
48310000,거제시
48310105,아주동
48310107,덕포동
48310109,고현동
48310330,저구리
48330000,양산시
48330104,북부동
48330113,용당동
48330114,삼호동
48330253,물금읍
48720000,의령군
48720250,의령읍
48730000,함안군
48730250,가야읍
48740000,창녕군
48740250,창녕읍
48820250,고성읍
48840000,남해군
48840250,남해읍
48850000,하동군
48850250,하동읍
48850420,금성면
48850420,하동항
48860000,산청군
48860250,산청읍
48860370,단성면
48870000,함양군
48870250,함양읍
48880000,거창군
48880250,거창읍
48880370,남상면
48890000,합천군
48890250,합천읍
50110000,제주시
50110000,제주
50110000,노형로
50110000,제주항
50110111,화북동
50110137,연동
50110250,한림읍
50110253,애월읍
50110259,조천읍
50130000,서귀포시
50130103,서호동
50130105,동홍동
50130115,월평동
50130116,강정동
50130250,대정읍
50130253,남원읍
50130259,성산읍
51110000,춘천시
51110111,약사동
51110112,효자동
51110121,온의동
51110125,삼천동
51130000,원주시
51130106,명륜동
51130111,우산동(광주)
51130113,봉산동
51130117,반곡동(명륜동)
51130250,문막읍
51130320,고산리
51130330,지정면
51150000,강릉시
51150109,옥천동
51150112,초당동
51150118,장현동
51150250,주문진읍
51170000,동해시
51170101,천곡동
51170103,송정동
51170110,부곡동(울산)
51170118,이도동
51170122,내동
51190000,태백시
51190101,황지동
